student_id,student_name,campus_id,facilitator_email,grade,learning_track,quiz_score,target_score,avg_attend_min,attend_trend,avg_practice,zero_practice_days_recent,note_count,quiz,attendance,attend_decline,practice,contact,risk_score,tier
S041,Omar Al-Juhani,C02,facilitator3@noon.com,10,Standard,59.0,75,87.7,0.5999999999999943,0.5,3,2,25.2,0.5,0.0,15.0,0.0,40.8,HIGH
S105,Abdullah Al-Otaibi,C03,facilitator5@noon.com,10,Standard,59.0,74,87.7,0.5999999999999943,0.5,3,2,25.2,0.5,0.0,15.0,0.0,40.8,HIGH
S035,Hassan Al-Qahtani,C01,facilitator2@noon.com,10,Remedial,57.0,65,46.6,2.0,20.3,0,2,25.8,9.6,0.0,4.9,0.0,40.2,HIGH
S009,Abdullah Al-Maliki,C01,facilitator1@noon.com,10,Standard,58.0,70,39.8,-2.3999999999999986,35.0,0,4,25.5,11.2,0.8,0.0,0.0,37.5,HIGH
S051,Ahmad Al-Mansour,C02,facilitator3@noon.com,10,Remedial,52.0,65,87.5,-1.0,14.2,2,3,27.0,0.6,0.3,7.9,0.0,35.8,HIGH
S134,Layla Al-Khaldi,C04,facilitator6@noon.com,11,Standard,60.0,68,52.6,-4.0,9.2,0,5,2.0,8.3,1.3,10.4,5.0,27.0,MEDIUM
S005,Omar Al-Harbi,C01,facilitator1@noon.com,10,Standard,85.0,85,69.8,-34.4,15.6,2,4,0.0,4.5,10.0,7.2,5.0,26.7,HIGH
S008,Maryam Al-Zahrani,C01,facilitator1@noon.com,11,Standard,62.0,80,87.8,-0.4000000000000057,0.6,2,3,4.5,0.5,0.1,14.7,5.0,24.8,LOW
S101,Omar Al-Qahtani,C03,facilitator5@noon.com,10,Standard,84.0,86,69.8,-34.4,14.7,2,3,0.5,4.5,10.0,7.7,0.0,22.6,HIGH
S141,Abdullah Al-Rashidi,C04,facilitator6@noon.com,10,Standard,79.0,81,71.3,-31.4,14.9,1,3,0.5,4.2,10.0,7.5,0.0,22.2,LOW
S039,Ahmad Al-Dossari,C01,facilitator2@noon.com,10,Standard,84.0,86,71.8,-30.4,15.7,1,3,0.5,4.0,10.0,7.2,0.0,21.7,LOW
S023,Hassan Al-Dossari,C01,facilitator2@noon.com,10,Standard,88.0,90,69.8,-34.4,16.8,1,3,0.5,4.5,10.0,6.6,0.0,21.6,HIGH
S006,Sara Al-Dossari,C01,facilitator1@noon.com,11,Standard,88.0,90,72.8,-30.800000000000004,15.7,1,2,0.5,3.8,10.0,7.2,0.0,21.5,LOW
S117,Abdullah Al-Rashidi,C03,facilitator5@noon.com,10,Standard,82.0,84,73.3,-27.4,15.2,0,3,0.5,3.7,9.1,7.4,0.0,20.7,LOW
S067,Khalid Al-Shahrani,C02,facilitator3@noon.com,10,Standard,86.0,88,74.3,-25.4,16.2,0,3,0.5,3.5,8.5,6.9,0.0,19.4,LOW
S028,Fatima Al-Mansour,C01,facilitator2@noon.com,11,Standard,86.0,88,74.8,-24.4,15.9,0,3,0.5,3.4,8.1,7.0,0.0,19.1,LOW
S030,Sara Al-Turki,C01,facilitator2@noon.com,11,Standard,60.0,75,87.8,-0.7999999999999972,0.8,2,2,3.8,0.5,0.3,14.6,0.0,19.1,LOW
S116,Maryam Al-Mansour,C03,facilitator5@noon.com,11,Standard,61.0,76,87.8,-0.7999999999999972,0.8,2,2,3.8,0.5,0.3,14.6,0.0,19.1,LOW
S057,Abdullah Al-Mutairi,C02,facilitator3@noon.com,10,Standard,61.0,75,87.8,-0.7999999999999972,0.8,2,2,3.5,0.5,0.3,14.6,0.0,18.9,LOW
S151,Khalid Al-Zahrani,C04,facilitator7@noon.com,10,Standard,61.0,65,61.3,0.6000000000000014,7.5,0,0,1.0,6.4,0.0,11.2,0.0,18.6,LOW
S163,Khalid Al-Thani,C05,facilitator8@noon.com,10,Standard,77.0,79,74.1,-26.999999999999993,19.0,1,3,0.5,3.5,9.0,5.5,0.0,18.5,LOW
S139,Khalid Al-Thani,C04,facilitator6@noon.com,10,Standard,62.0,66,63.9,0.6000000000000014,7.5,0,0,1.0,5.8,0.0,11.2,0.0,18.1,LOW
S092,Maryam Al-Mansour,C03,facilitator4@noon.com,11,Standard,63.0,67,64.7,0.5999999999999943,7.5,0,0,1.0,5.6,0.0,11.2,0.0,17.9,LOW
S128,Maryam Al-Maliki,C04,facilitator6@noon.com,11,Standard,64.0,68,64.7,0.5999999999999943,8.5,0,0,1.0,5.6,0.0,10.8,0.0,17.4,LOW
S058,Nora Al-Dossari,C02,facilitator3@noon.com,11,Remedial,70.0,75,58.8,9.600000000000001,11.8,0,3,1.2,6.9,0.0,9.1,0.0,17.3,LOW
S081,Abdullah Al-Otaibi,C03,facilitator4@noon.com,10,Standard,60.0,75,87.8,-0.7999999999999972,4.6,1,4,3.8,0.5,0.3,12.7,0.0,17.2,LOW
S080,Maryam Al-Maliki,C03,facilitator4@noon.com,11,Standard,64.0,68,67.4,0.3999999999999915,8.5,0,0,1.0,5.0,0.0,10.8,0.0,16.8,LOW
S115,Khalid Al-Thani,C03,facilitator5@noon.com,10,Standard,65.0,69,67.4,0.3999999999999915,8.5,0,0,1.0,5.0,0.0,10.8,0.0,16.8,LOW
S007,Khalid Al-Shammari,C01,facilitator1@noon.com,10,Remedial,68.0,75,59.2,13.199999999999996,13.7,0,2,1.8,6.8,0.0,8.2,0.0,16.7,LOW
S014,Layla Al-Subai,C01,facilitator1@noon.com,11,Standard,65.0,70,69.5,-1.0,9.8,0,0,1.2,4.6,0.3,10.1,0.0,16.2,LOW
S050,Layla Al-Thani,C02,facilitator3@noon.com,11,Standard,86.0,88,77.3,-19.400000000000006,17.5,0,3,0.5,2.8,6.5,6.2,0.0,16.0,LOW
S104,Maryam Al-Maliki,C03,facilitator5@noon.com,11,Standard,66.0,70,69.8,0.4000000000000057,9.5,0,0,1.0,4.5,0.0,10.2,0.0,15.7,LOW
S068,Maryam Al-Qaisi,C02,facilitator3@noon.com,11,Standard,65.0,69,69.8,0.4000000000000057,9.5,0,0,1.0,4.5,0.0,10.2,0.0,15.7,LOW
S056,Maryam Al-Harbi,C02,facilitator3@noon.com,11,Standard,67.0,71,70.0,0.8000000000000114,9.5,0,0,1.0,4.4,0.0,10.2,0.0,15.7,LOW
S156,Amal Al-Subai,C04,facilitator7@noon.com,11,Remedial,78.0,85,56.8,25.599999999999994,17.3,0,6,1.8,7.4,0.0,6.3,0.0,15.5,LOW
S040,Fatima Al-Maliki,C01,facilitator2@noon.com,11,Standard,66.0,70,69.8,0.4000000000000057,10.5,0,0,1.0,4.5,0.0,9.8,0.0,15.2,LOW
S013,Yousef Al-Balawi,C01,facilitator1@noon.com,10,Standard,84.0,85,79.6,-16.0,16.0,0,3,0.2,2.3,5.3,7.0,0.0,14.9,LOW
S070,Nora Al-Thani,C02,facilitator3@noon.com,11,Remedial,72.0,78,56.3,9.800000000000004,18.6,0,4,1.5,7.5,0.0,5.7,0.0,14.7,LOW
S042,Sara Al-Balawi,C02,facilitator3@noon.com,11,Standard,82.0,84,84.22222222222223,5.900000000000006,14.1,1,3,0.5,1.3,0.0,8.0,5.0,14.7,LOW
S029,Omar Al-Zahrani,C01,facilitator2@noon.com,10,Standard,68.0,72,70.0,0.8000000000000114,11.5,0,0,1.0,4.4,0.0,9.2,0.0,14.7,LOW
S046,Nora Al-Anzi,C02,facilitator3@noon.com,11,Remedial,61.0,68,50.0,0.7999999999999972,22.9,0,2,1.8,8.9,0.0,3.6,0.0,14.2,LOW
S024,Amal Al-Mutlaq,C01,facilitator2@noon.com,11,Standard,62.0,70,50.0,0.7999999999999972,25.0,0,3,2.0,8.9,0.0,2.5,0.0,13.4,LOW
S017,Omar Al-Harbi,C01,facilitator1@noon.com,10,Standard,83.0,85,81.3,-11.400000000000006,16.5,0,3,0.5,1.9,3.8,6.7,0.0,13.0,LOW
S098,Layla Al-Mutairi,C03,facilitator5@noon.com,11,Remedial,92.0,95,57.3,10.600000000000001,20.6,0,4,0.8,7.3,0.0,4.7,0.0,12.7,LOW
S021,Abdullah Al-Ghamdi,C01,facilitator2@noon.com,10,Standard,85.0,87,87.8,-0.7999999999999972,17.5,0,0,0.5,0.5,0.3,6.2,0.0,7.5,LOW
S010,Nora Al-Ghamdi,C01,facilitator1@noon.com,11,Standard,86.0,90,87.6,1.2000000000000028,18.5,0,0,1.0,0.5,0.0,5.8,0.0,7.3,LOW
S197,Omar Al-Qahtani,C05,facilitator8@noon.com,10,Standard,74.0,76,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S192,Amal Al-Salem,C05,facilitator8@noon.com,11,Standard,75.0,77,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S180,Amal Al-Subai,C05,facilitator8@noon.com,11,Standard,77.0,79,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S135,Ahmad Al-Anzi,C04,facilitator6@noon.com,10,Standard,81.0,83,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S111,Ahmad Al-Anzi,C03,facilitator5@noon.com,10,Standard,83.0,85,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S099,Ahmad Al-Dossari,C03,facilitator5@noon.com,10,Standard,83.0,85,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S087,Ahmad Al-Anzi,C03,facilitator4@noon.com,10,Standard,84.0,86,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S169,Yousef Al-Harbi,C05,facilitator8@noon.com,10,Standard,78.0,80,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S147,Ahmad Al-Dossari,C04,facilitator7@noon.com,10,Standard,80.0,82,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S157,Yousef Al-Faraj,C04,facilitator7@noon.com,10,Standard,79.0,81,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S124,Fatima Al-Ghamdi,C04,facilitator6@noon.com,11,Standard,82.0,84,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S076,Fatima Al-Harbi,C03,facilitator4@noon.com,11,Standard,84.0,86,87.6,1.2000000000000028,18.5,0,3,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S025,Yousef Al-Harbi,C01,facilitator2@noon.com,10,Standard,84.0,86,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S064,Fatima Al-Faraj,C02,facilitator3@noon.com,11,Standard,84.0,86,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S036,Amal Al-Khalifa,C01,facilitator2@noon.com,11,Standard,85.0,87,87.6,1.2000000000000028,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.8,LOW
S031,Khalid Al-Rashidi,C01,facilitator2@noon.com,10,Standard,83.0,85,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S059,Hassan Al-Zahrani,C02,facilitator3@noon.com,10,Standard,83.0,85,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S071,Hassan Al-Mansour,C02,facilitator3@noon.com,10,Standard,82.0,84,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S045,Abdullah Al-Khaldi,C02,facilitator3@noon.com,10,Standard,83.0,85,87.6,1.2000000000000028,18.7,0,0,0.5,0.5,0.0,5.7,0.0,6.7,LOW
S052,Fatima Al-Rashidi,C02,facilitator3@noon.com,11,Standard,84.0,86,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S130,Nora Al-Juhani,C04,facilitator6@noon.com,11,Standard,80.0,82,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S118,Nora Al-Saud,C04,facilitator6@noon.com,11,Standard,81.0,83,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S106,Nora Al-Juhani,C03,facilitator5@noon.com,11,Standard,81.0,83,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S142,Nora Al-Saud,C04,facilitator7@noon.com,11,Standard,79.0,81,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S164,Maryam Al-Mansour,C05,facilitator8@noon.com,11,Standard,77.0,79,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S153,Abdullah Al-Otaibi,C04,facilitator7@noon.com,10,Standard,78.0,80,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S175,Khalid Al-Zahrani,C05,facilitator8@noon.com,10,Standard,76.0,78,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S186,Sara Al-Mutlaq,C05,facilitator8@noon.com,11,Standard,75.0,77,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S082,Nora Al-Juhani,C03,facilitator4@noon.com,11,Standard,83.0,85,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S094,Nora Al-Saud,C03,facilitator4@noon.com,11,Standard,82.0,84,87.8,0.4000000000000057,18.5,0,0,0.5,0.5,0.0,5.8,0.0,6.7,LOW
S001,Nora Al-Salem,C01,facilitator1@noon.com,10,Standard,89.0,90,88.1,0.20000000000000284,18.5,0,0,0.2,0.4,0.0,5.8,0.0,6.4,LOW
S003,Ahmad Al-Mutairi,C01,facilitator1@noon.com,10,Standard,87.0,88,88.0,0.0,18.5,0,0,0.2,0.4,0.0,5.8,0.0,6.4,LOW
S195,Ahmad Al-Dossari,C05,facilitator8@noon.com,10,Standard,75.0,77,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S079,Khalid Al-Zahrani,C03,facilitator4@noon.com,10,Standard,85.0,87,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S103,Khalid Al-Zahrani,C03,facilitator5@noon.com,10,Standard,86.0,88,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S090,Sara Al-Mutlaq,C03,facilitator4@noon.com,11,Standard,86.0,88,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S200,Maryam Al-Maliki,C05,facilitator8@noon.com,11,Standard,74.0,76,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S127,Khalid Al-Zahrani,C04,facilitator6@noon.com,10,Standard,84.0,86,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S114,Sara Al-Mutlaq,C03,facilitator5@noon.com,11,Standard,85.0,87,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S150,Sara Al-Shammari,C04,facilitator7@noon.com,11,Standard,81.0,83,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S183,Ahmad Al-Anzi,C05,facilitator8@noon.com,10,Standard,77.0,79,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S172,Fatima Al-Ghamdi,C05,facilitator8@noon.com,11,Standard,79.0,81,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S047,Hassan Al-Shahrani,C02,facilitator3@noon.com,10,Standard,85.0,87,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S055,Khalid Al-Salem,C02,facilitator3@noon.com,10,Standard,85.0,87,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
